category,cost ,material,materialpreference,shelflifemonths,size,sustainabilityscore,volumeinlitres
Pet Supplies Packaging,3.51,Recycled Cardboard,Recyclable,4,Small,1,1
Gardening Supplies Packaging,98.55,Biodegradable Foam,Biodegradable,17,Large,0.8,5
Gardening Supplies Packaging,101.96,Aluminum,Recyclable,95,Small,0.85,20
Gardening Supplies Packaging,49.64,Biodegradable Foam,Biodegradable,21,Medium,0.95,5
Gardening Supplies Packaging,99.61,Biodegradable Foam,Biodegradable,24,Small,0.8,20
Gardening Supplies Packaging,398.67,Biodegradable Plastic,Biodegradable,51,Large,0.95,20
Gardening Supplies Packaging,199.2,Recycled Cardboard,Recyclable,43,Large,0.95,10
Gardening Supplies Packaging,10.14,Recycled Cardboard,Recyclable,1,Medium,0.8,1
Gardening Supplies Packaging,10.62,Biodegradable Plastic,Biodegradable,1,Large,0.7,0.5
Gardening Supplies Packaging,41.46,Recycled Cardboard,Recyclable,4,Large,1,2
Gardening Supplies Packaging,8.39,Glass,Recyclable,4,Medium,0.9,1
Gardening Supplies Packaging,9.53,Biodegradable Foam,Biodegradable,4,Small,0.8,2
Gardening Supplies Packaging,18.62,Glass,Recyclable,1,Large,1,1
Gardening Supplies Packaging,40.94,Recycled Cardboard,Recyclable,4,Large,0.95,2
Gardening Supplies Packaging,100.32,Biodegradable Foam,Biodegradable,34,Medium,0.8,10
Gardening Supplies Packaging,200.39,Biodegradable Plastic,Biodegradable,28,Medium,0.7,20
Gardening Supplies Packaging,19.74,Paper,Recyclable,5,Large,0.7,1
Gardening Supplies Packaging,24.63,Paper,Recyclable,13,Small,1,5
Gardening Supplies Packaging,11.68,Paper,Recyclable,4,Small,0.9,2
Gardening Supplies Packaging,100.17,Biodegradable Foam,Biodegradable,19,Medium,0.95,10
Gardening Supplies Packaging,401.12,Biodegradable Foam,Biodegradable,68,Large,1,20
Gardening Supplies Packaging,21.81,Biodegradable Foam,Biodegradable,7,Medium,0.8,2
Gardening Supplies Packaging,19.66,Paper,Recyclable,5,Large,0.8,1
Gardening Supplies Packaging,99.88,Biodegradable Foam,Biodegradable,15,Medium,0.7,10
Gardening Supplies Packaging,3.96,Recycled Cardboard,Recyclable,1,Medium,0.95,0.5
Gardening Supplies Packaging,21.15,Glass,Recyclable,8,Medium,0.85,2
Gardening Supplies Packaging,41.81,Glass,Recyclable,7,Large,0.9,2
Gardening Supplies Packaging,39.24,Biodegradable Plastic,Biodegradable,10,Large,0.95,2
Gardening Supplies Packaging,199.74,Paper,Recyclable,31,Large,0.7,10
Gardening Supplies Packaging,401.94,Recycled Cardboard,Recyclable,28,Large,0.95,20
Gardening Supplies Packaging,8.47,Glass,Recyclable,1,Large,0.95,0.5
Gardening Supplies Packaging,11.25,Biodegradable Plastic,Biodegradable,4,Medium,0.85,1
Gardening Supplies Packaging,201.19,Recycled Cardboard,Recyclable,50,Large,1,10
Gardening Supplies Packaging,200.68,Recycled Cardboard,Recyclable,31,Large,0.7,10
Gardening Supplies Packaging,11.3,Biodegradable Foam,Biodegradable,2,Large,0.9,0.5
Gardening Supplies Packaging,41.14,Biodegradable Foam,Biodegradable,6,Large,0.7,2
Gardening Supplies Packaging,38.89,Biodegradable Foam,Biodegradable,4,Large,1,2
Gardening Supplies Packaging,3.72,Recycled Cardboard,Recyclable,1,Medium,1,0.5
Gardening Supplies Packaging,9.71,Recycled Cardboard,Recyclable,4,Medium,0.7,1
Gardening Supplies Packaging,99.42,Paper,Recyclable,12,Large,0.85,5
Gardening Supplies Packaging,18.93,Recycled Cardboard,Recyclable,5,Large,0.95,1
Gardening Supplies Packaging,19.15,Glass,Recyclable,1,Large,0.95,1
Gardening Supplies Packaging,25.62,Paper,Recyclable,11,Small,1,5
Gardening Supplies Packaging,5.6,Biodegradable Plastic,Biodegradable,2,Small,0.85,1
Gardening Supplies Packaging,101.53,Paper,Recyclable,13,Large,0.95,5
Gardening Supplies Packaging,6.54,Biodegradable Plastic,Biodegradable,1,Medium,0.85,0.5
Gardening Supplies Packaging,4.05,Aluminum,Recyclable,2,Medium,0.95,0.5
Gardening Supplies Packaging,3.1,Paper,Recyclable,4,Small,0.8,1
Gardening Supplies Packaging,23.41,Biodegradable Foam,Biodegradable,6,Small,0.9,5
Gardening Supplies Packaging,18.67,Paper,Recyclable,7,Medium,1,2
Gardening Supplies Packaging,201.61,Recycled Cardboard,Recyclable,77,Medium,0.9,20
Gardening Supplies Packaging,20.03,Recycled Cardboard,Recyclable,3,Medium,0.8,2
Gardening Supplies Packaging,51.4,Recycled Cardboard,Recyclable,10,Medium,1,5
Gardening Supplies Packaging,5.81,Aluminum,Recyclable,2,Medium,0.9,0.5
Gardening Supplies Packaging,100.64,Biodegradable Plastic,Biodegradable,87,Small,0.7,20
Gardening Supplies Packaging,2.23,Biodegradable Plastic,Biodegradable,2,Small,0.8,0.5
Gardening Supplies Packaging,48.79,Biodegradable Plastic,Biodegradable,21,Medium,0.7,5
Gardening Supplies Packaging,10.67,Paper,Recyclable,1,Large,0.9,0.5
Gardening Supplies Packaging,10.87,Recycled Cardboard,Recyclable,2,Large,0.85,0.5
Gardening Supplies Packaging,3.44,Aluminum,Recyclable,2,Small,0.85,1
Gardening Supplies Packaging,19.54,Recycled Cardboard,Recyclable,7,Medium,0.95,2
Gardening Supplies Packaging,10.65,Biodegradable Plastic,Biodegradable,1,Large,0.85,0.5
Gardening Supplies Packaging,8.28,Paper,Recyclable,1,Large,0.7,0.5
Gardening Supplies Packaging,199.46,Biodegradable Foam,Biodegradable,22,Medium,0.85,20
Gardening Supplies Packaging,18.87,Glass,Recyclable,9,Medium,0.9,2
Gardening Supplies Packaging,39.94,Aluminum,Recyclable,3,Large,1,2
Gardening Supplies Packaging,200.84,Paper,Recyclable,48,Large,0.85,10
Gardening Supplies Packaging,399.99,Biodegradable Foam,Biodegradable,38,Large,0.95,20
Gardening Supplies Packaging,51.41,Glass,Recyclable,7,Medium,0.8,5
Gardening Supplies Packaging,21.45,Paper,Recyclable,4,Large,0.7,1
Gardening Supplies Packaging,11.91,Glass,Recyclable,8,Small,0.95,2
Gardening Supplies Packaging,199.33,Recycled Cardboard,Recyclable,37,Large,0.8,10
Gardening Supplies Packaging,100.87,Recycled Cardboard,Recyclable,21,Large,0.8,5
Gardening Supplies Packaging,51.55,Glass,Recyclable,24,Medium,0.7,5
Gardening Supplies Packaging,4.76,Glass,Recyclable,4,Small,0.95,1
Gardening Supplies Packaging,199.06,Aluminum,Recyclable,27,Large,0.85,10
Gardening Supplies Packaging,18.37,Glass,Recyclable,7,Medium,0.95,2
Gardening Supplies Packaging,8.9,Aluminum,Recyclable,7,Small,0.9,2
Gardening Supplies Packaging,51.08,Glass,Recyclable,8,Medium,0.8,5
Gardening Supplies Packaging,2.53,Biodegradable Foam,Biodegradable,2,Small,0.8,0.5
Gardening Supplies Packaging,10.28,Biodegradable Foam,Biodegradable,2,Medium,1,1
Gardening Supplies Packaging,18.28,Aluminum,Recyclable,4,Large,0.7,1
Gardening Supplies Packaging,100.22,Biodegradable Foam,Biodegradable,84,Small,0.8,20
Gardening Supplies Packaging,200.28,Glass,Recyclable,74,Medium,0.95,20
Gardening Supplies Packaging,19.67,Recycled Cardboard,Recyclable,4,Medium,0.7,2
Gardening Supplies Packaging,9.77,Aluminum,Recyclable,1,Large,0.8,0.5
Gardening Supplies Packaging,23.25,Biodegradable Plastic,Biodegradable,17,Small,0.8,5
Gardening Supplies Packaging,401.65,Recycled Cardboard,Recyclable,72,Large,0.95,20
Gardening Supplies Packaging,398.69,Paper,Recyclable,27,Large,0.8,20
Gardening Supplies Packaging,48.46,Aluminum,Recyclable,15,Medium,0.85,5
Gardening Supplies Packaging,40.02,Paper,Recyclable,6,Large,0.9,2
Gardening Supplies Packaging,19.84,Recycled Cardboard,Recyclable,7,Medium,0.85,2
Gardening Supplies Packaging,20.08,Paper,Recyclable,5,Medium,1,2
Gardening Supplies Packaging,98.59,Glass,Recyclable,18,Large,1,5
Gardening Supplies Packaging,101.65,Aluminum,Recyclable,46,Medium,0.8,10
Gardening Supplies Packaging,3.69,Biodegradable Foam,Biodegradable,1,Small,0.85,0.5
Gardening Supplies Packaging,10.46,Biodegradable Plastic,Biodegradable,2,Small,0.85,2
Gardening Supplies Packaging,51.34,Paper,Recyclable,21,Small,0.85,10
Gardening Supplies Packaging,5.11,Paper,Recyclable,1,Medium,0.85,0.5
Gardening Supplies Packaging,48.62,Recycled Cardboard,Recyclable,32,Small,0.95,10
Gardening Supplies Packaging,11.67,Paper,Recyclable,6,Small,0.8,2
Gardening Supplies Packaging,99.56,Aluminum,Recyclable,47,Medium,0.95,10
Gardening Supplies Packaging,9.68,Paper,Recyclable,6,Small,0.85,2
Gardening Supplies Packaging,101.15,Paper,Recyclable,27,Small,1,20
Gardening Supplies Packaging,98.22,Biodegradable Foam,Biodegradable,34,Small,0.8,20
Gardening Supplies Packaging,20.1,Biodegradable Foam,Biodegradable,7,Medium,0.8,2
Gardening Supplies Packaging,20.16,Glass,Recyclable,2,Large,0.8,1
Gardening Supplies Packaging,50.57,Recycled Cardboard,Recyclable,21,Small,0.85,10
Gardening Supplies Packaging,9.02,Paper,Recyclable,5,Medium,1,1
Gardening Supplies Packaging,100.39,Aluminum,Recyclable,46,Medium,0.85,10
Gardening Supplies Packaging,9.85,Aluminum,Recyclable,2,Medium,0.8,1
Gardening Supplies Packaging,6.45,Paper,Recyclable,2,Medium,0.8,0.5
Gardening Supplies Packaging,39.48,Recycled Cardboard,Recyclable,7,Large,0.8,2
Gardening Supplies Packaging,18.86,Aluminum,Recyclable,3,Large,0.8,1
Gardening Supplies Packaging,3.75,Recycled Cardboard,Recyclable,5,Small,0.85,1
Gardening Supplies Packaging,21.82,Biodegradable Plastic,Biodegradable,3,Large,1,1
Gardening Supplies Packaging,2.5,Glass,Recyclable,1,Small,0.95,0.5
Gardening Supplies Packaging,48.15,Paper,Recyclable,22,Medium,1,5
Gardening Supplies Packaging,100.99,Biodegradable Plastic,Biodegradable,14,Medium,0.8,10
Gardening Supplies Packaging,101.12,Recycled Cardboard,Recyclable,35,Medium,1,10
Gardening Supplies Packaging,20.91,Biodegradable Plastic,Biodegradable,5,Medium,1,2
Gardening Supplies Packaging,399.21,Aluminum,Recyclable,66,Large,0.8,20
Gardening Supplies Packaging,198.38,Biodegradable Foam,Biodegradable,97,Medium,1,20
Gardening Supplies Packaging,0.85,Biodegradable Plastic,Biodegradable,1,Small,0.85,0.5
Gardening Supplies Packaging,100.9,Glass,Recyclable,60,Small,0.8,20
Gardening Supplies Packaging,9.46,Aluminum,Recyclable,2,Small,1,2
Gardening Supplies Packaging,8.39,Glass,Recyclable,4,Medium,0.8,1
Gardening Supplies Packaging,4.62,Glass,Recyclable,1,Medium,0.85,0.5
Gardening Supplies Packaging,0.89,Paper,Recyclable,1,Small,0.8,0.5
Gardening Supplies Packaging,100.52,Biodegradable Plastic,Biodegradable,42,Medium,0.9,10
Gardening Supplies Packaging,10.93,Paper,Recyclable,1,Large,0.9,0.5
Gardening Supplies Packaging,6.5,Biodegradable Plastic,Biodegradable,2,Small,1,1
Gardening Supplies Packaging,50.1,Paper,Recyclable,19,Medium,1,5
Gardening Supplies Packaging,198.09,Recycled Cardboard,Recyclable,88,Medium,0.8,20
Gardening Supplies Packaging,199.46,Aluminum,Recyclable,26,Large,0.7,10
Gardening Supplies Packaging,3.75,Biodegradable Foam,Biodegradable,1,Small,0.7,0.5
Gardening Supplies Packaging,23.09,Biodegradable Foam,Biodegradable,12,Small,0.8,5
Gardening Supplies Packaging,21.37,Paper,Recyclable,3,Medium,0.9,2
Gardening Supplies Packaging,4.68,Recycled Cardboard,Recyclable,2,Medium,0.95,0.5
Gardening Supplies Packaging,100.61,Aluminum,Recyclable,88,Small,0.7,20
Gardening Supplies Packaging,10.09,Paper,Recyclable,3,Small,0.9,2
Gardening Supplies Packaging,23.83,Recycled Cardboard,Recyclable,12,Small,0.9,5
Gardening Supplies Packaging,200.1,Recycled Cardboard,Recyclable,68,Medium,0.85,20
Gardening Supplies Packaging,19.39,Recycled Cardboard,Recyclable,1,Large,0.7,1
Gardening Supplies Packaging,198.84,Glass,Recyclable,40,Large,0.8,10
Gardening Supplies Packaging,199.12,Aluminum,Recyclable,82,Medium,0.9,20
Gardening Supplies Packaging,8.37,Biodegradable Foam,Biodegradable,7,Small,0.95,2
Gardening Supplies Packaging,20.02,Biodegradable Plastic,Biodegradable,1,Large,0.85,1
Gardening Supplies Packaging,10.23,Recycled Cardboard,Recyclable,7,Small,0.95,2
Gardening Supplies Packaging,19.35,Aluminum,Recyclable,3,Large,0.7,1
Gardening Supplies Packaging,51.82,Aluminum,Recyclable,12,Medium,0.7,5
Gardening Supplies Packaging,201.89,Aluminum,Recyclable,38,Medium,0.7,20
Gardening Supplies Packaging,101.05,Recycled Cardboard,Recyclable,89,Small,1,20
Gardening Supplies Packaging,40.41,Biodegradable Foam,Biodegradable,4,Large,0.9,2
Gardening Supplies Packaging,400.82,Aluminum,Recyclable,37,Large,0.9,20
Gardening Supplies Packaging,8.95,Paper,Recyclable,5,Medium,0.7,1
Gardening Supplies Packaging,100.92,Recycled Cardboard,Recyclable,9,Large,0.7,5
Gardening Supplies Packaging,98.39,Glass,Recyclable,99,Small,0.7,20
Gardening Supplies Packaging,19.02,Recycled Cardboard,Recyclable,8,Medium,0.7,2
Gardening Supplies Packaging,5.32,Biodegradable Foam,Biodegradable,4,Small,1,1
Gardening Supplies Packaging,39.12,Paper,Recyclable,5,Large,0.9,2
Gardening Supplies Packaging,49.6,Aluminum,Recyclable,22,Medium,0.85,5
Gardening Supplies Packaging,25.94,Paper,Recyclable,12,Small,0.85,5
Gardening Supplies Packaging,101.23,Glass,Recyclable,72,Small,0.7,20
Gardening Supplies Packaging,4.22,Recycled Cardboard,Recyclable,1,Medium,0.95,0.5
Gardening Supplies Packaging,48.33,Paper,Recyclable,30,Small,0.8,10
Gardening Supplies Packaging,401.43,Biodegradable Plastic,Biodegradable,30,Large,1,20
Gardening Supplies Packaging,398.25,Biodegradable Foam,Biodegradable,66,Large,0.8,20
Gardening Supplies Packaging,10.48,Biodegradable Plastic,Biodegradable,3,Small,0.95,2
Gardening Supplies Packaging,398.72,Recycled Cardboard,Recyclable,55,Large,0.8,20
Gardening Supplies Packaging,18.91,Biodegradable Foam,Biodegradable,1,Large,0.8,1
Gardening Supplies Packaging,9.28,Biodegradable Foam,Biodegradable,8,Small,0.95,2
Gardening Supplies Packaging,1.72,Recycled Cardboard,Recyclable,1,Small,0.9,0.5
Gardening Supplies Packaging,10.7,Glass,Recyclable,4,Medium,1,1
Gardening Supplies Packaging,199.24,Recycled Cardboard,Recyclable,30,Large,0.95,10
Gardening Supplies Packaging,3.41,Recycled Cardboard,Recyclable,2,Small,1,0.5
Gardening Supplies Packaging,199.56,Biodegradable Foam,Biodegradable,71,Medium,0.7,20
Gardening Supplies Packaging,398.77,Biodegradable Foam,Biodegradable,50,Large,1,20
Gardening Supplies Packaging,23.13,Glass,Recyclable,6,Small,0.8,5
Gardening Supplies Packaging,198.29,Biodegradable Foam,Biodegradable,19,Large,0.9,10
Gardening Supplies Packaging,25.49,Biodegradable Foam,Biodegradable,22,Small,0.8,5
Gardening Supplies Packaging,23.33,Recycled Cardboard,Recyclable,7,Small,0.7,5
Gardening Supplies Packaging,9.4,Recycled Cardboard,Recyclable,2,Large,0.9,0.5
Gardening Supplies Packaging,6.97,Paper,Recyclable,3,Small,0.8,1
Gardening Supplies Packaging,19.49,Aluminum,Recyclable,4,Large,0.8,1
Gardening Supplies Packaging,400.6,Glass,Recyclable,89,Large,0.9,20
Gardening Supplies Packaging,25.45,Paper,Recyclable,12,Small,0.7,5
Gardening Supplies Packaging,3.42,Recycled Cardboard,Recyclable,2,Medium,1,0.5
Gardening Supplies Packaging,18.24,Recycled Cardboard,Recyclable,5,Medium,0.85,2
Gardening Supplies Packaging,98.26,Aluminum,Recyclable,99,Small,0.9,20
Gardening Supplies Packaging,2.21,Biodegradable Plastic,Biodegradable,1,Small,0.95,0.5
Gardening Supplies Packaging,101.9,Paper,Recyclable,43,Medium,1,10
Gardening Supplies Packaging,398.66,Paper,Recyclable,85,Large,0.85,20
Gardening Supplies Packaging,9.79,Glass,Recyclable,2,Medium,0.8,1
Gardening Supplies Packaging,99.54,Recycled Cardboard,Recyclable,32,Medium,0.95,10
Gardening Supplies Packaging,4.41,Biodegradable Foam,Biodegradable,1,Medium,0.95,0.5
Gardening Supplies Packaging,39.1,Biodegradable Foam,Biodegradable,4,Large,0.8,2
Gardening Supplies Packaging,100.28,Paper,Recyclable,22,Medium,0.9,10
Gardening Supplies Packaging,198.43,Glass,Recyclable,31,Medium,0.8,20
Gardening Supplies Packaging,51.28,Recycled Cardboard,Recyclable,14,Medium,0.8,5
Gardening Supplies Packaging,10.19,Biodegradable Plastic,Biodegradable,2,Large,0.7,0.5
Gardening Supplies Packaging,10.14,Aluminum,Recyclable,5,Small,0.95,2
Gardening Supplies Packaging,3.69,Biodegradable Foam,Biodegradable,3,Small,0.85,1
Gardening Supplies Packaging,398.65,Aluminum,Recyclable,94,Large,0.8,20
Gardening Supplies Packaging,11.62,Biodegradable Plastic,Biodegradable,3,Medium,1,1
Gardening Supplies Packaging,26.79,Biodegradable Foam,Biodegradable,11,Small,1,5
Gardening Supplies Packaging,9.82,Recycled Cardboard,Recyclable,6,Small,0.7,2
Gardening Supplies Packaging,11.79,Paper,Recyclable,1,Medium,0.95,1
Gardening Supplies Packaging,50.95,Biodegradable Foam,Biodegradable,26,Small,0.85,10
Gardening Supplies Packaging,40.65,Biodegradable Foam,Biodegradable,4,Large,0.8,2
Gardening Supplies Packaging,9.67,Biodegradable Plastic,Biodegradable,3,Small,0.8,2
Gardening Supplies Packaging,8.99,Paper,Recyclable,3,Medium,0.8,1
Gardening Supplies Packaging,199.23,Aluminum,Recyclable,34,Large,0.95,10
Gardening Supplies Packaging,5.64,Recycled Cardboard,Recyclable,4,Small,0.7,1
Gardening Supplies Packaging,4.57,Biodegradable Foam,Biodegradable,2,Medium,0.85,0.5
Gardening Supplies Packaging,3.58,Biodegradable Foam,Biodegradable,2,Small,1,0.5
Gardening Supplies Packaging,4.13,Biodegradable Foam,Biodegradable,1,Medium,1,0.5
Gardening Supplies Packaging,19.49,Recycled Cardboard,Recyclable,4,Large,0.7,1
Gardening Supplies Packaging,9,Biodegradable Foam,Biodegradable,3,Medium,1,1
Gardening Supplies Packaging,3.11,Biodegradable Plastic,Biodegradable,1,Small,0.85,0.5
Gardening Supplies Packaging,50.61,Paper,Recyclable,22,Small,1,10
Gardening Supplies Packaging,4.4,Recycled Cardboard,Recyclable,1,Small,0.7,0.5
Gardening Supplies Packaging,38.22,Recycled Cardboard,Recyclable,8,Large,0.9,2
Gardening Supplies Packaging,20.8,Recycled Cardboard,Recyclable,3,Large,0.7,1
Gardening Supplies Packaging,50.63,Paper,Recyclable,10,Medium,0.85,5
Gardening Supplies Packaging,8,Glass,Recyclable,2,Large,0.8,0.5
Gardening Supplies Packaging,198.69,Glass,Recyclable,82,Medium,1,20
Gardening Supplies Packaging,401.67,Recycled Cardboard,Recyclable,33,Large,1,20
Gardening Supplies Packaging,48.55,Glass,Recyclable,21,Medium,1,5
Gardening Supplies Packaging,49.8,Biodegradable Plastic,Biodegradable,18,Medium,0.95,5
Gardening Supplies Packaging,1.75,Paper,Recyclable,2,Small,1,0.5
Gardening Supplies Packaging,11.77,Biodegradable Plastic,Biodegradable,5,Medium,0.9,1
Gardening Supplies Packaging,3.58,Biodegradable Plastic,Biodegradable,1,Small,0.95,0.5
Gardening Supplies Packaging,8.94,Glass,Recyclable,5,Small,0.9,2
Gardening Supplies Packaging,8.38,Paper,Recyclable,1,Medium,0.9,1
Gardening Supplies Packaging,18.39,Paper,Recyclable,9,Medium,0.9,2
Gardening Supplies Packaging,11.33,Glass,Recyclable,5,Medium,0.8,1
Gardening Supplies Packaging,39.09,Recycled Cardboard,Recyclable,10,Large,0.9,2
Gardening Supplies Packaging,20.59,Paper,Recyclable,7,Medium,0.7,2
Gardening Supplies Packaging,51.56,Recycled Cardboard,Recyclable,37,Small,0.85,10
Gardening Supplies Packaging,4.5,Aluminum,Recyclable,3,Small,0.8,1
Gardening Supplies Packaging,48.15,Biodegradable Plastic,Biodegradable,24,Small,0.8,10
Gardening Supplies Packaging,48.05,Paper,Recyclable,18,Medium,0.7,5
Gardening Supplies Packaging,200.79,Recycled Cardboard,Recyclable,11,Large,0.9,10
Gardening Supplies Packaging,399.25,Recycled Cardboard,Recyclable,80,Large,0.8,20
Gardening Supplies Packaging,51.48,Paper,Recyclable,27,Small,0.8,10
Gardening Supplies Packaging,19.13,Biodegradable Foam,Biodegradable,3,Large,0.7,1
Gardening Supplies Packaging,6.62,Recycled Cardboard,Recyclable,4,Small,0.8,1
Gardening Supplies Packaging,50.35,Recycled Cardboard,Recyclable,13,Small,0.7,10
Gardening Supplies Packaging,3.06,Aluminum,Recyclable,2,Medium,1,0.5
Gardening Supplies Packaging,98.62,Paper,Recyclable,46,Medium,0.9,10
Gardening Supplies Packaging,51.54,Biodegradable Foam,Biodegradable,16,Medium,0.95,5
Gardening Supplies Packaging,49.73,Paper,Recyclable,38,Small,0.7,10
Gardening Supplies Packaging,20.22,Biodegradable Plastic,Biodegradable,1,Large,0.95,1
Gardening Supplies Packaging,8.23,Glass,Recyclable,4,Medium,0.95,1
Gardening Supplies Packaging,51.83,Recycled Cardboard,Recyclable,34,Small,0.85,10
Gardening Supplies Packaging,19.54,Biodegradable Foam,Biodegradable,2,Large,0.95,1
Gardening Supplies Packaging,48.52,Paper,Recyclable,11,Medium,0.7,5
Gardening Supplies Packaging,10.59,Biodegradable Plastic,Biodegradable,3,Small,0.7,2
Gardening Supplies Packaging,21.75,Biodegradable Foam,Biodegradable,6,Medium,0.7,2
Gardening Supplies Packaging,100.34,Recycled Cardboard,Recyclable,45,Medium,0.7,10
Gardening Supplies Packaging,4.55,Biodegradable Plastic,Biodegradable,3,Small,0.7,1
Gardening Supplies Packaging,4.63,Paper,Recyclable,1,Medium,0.9,0.5
Gardening Supplies Packaging,20.45,Biodegradable Plastic,Biodegradable,4,Large,1,1
Gardening Supplies Packaging,400.65,Aluminum,Recyclable,45,Large,0.95,20
Gardening Supplies Packaging,399.15,Biodegradable Foam,Biodegradable,80,Large,1,20
Gardening Supplies Packaging,9.09,Glass,Recyclable,4,Small,0.95,2
Gardening Supplies Packaging,8.4,Biodegradable Foam,Biodegradable,2,Large,0.8,0.5
Gardening Supplies Packaging,49.39,Glass,Recyclable,16,Medium,0.9,5
Gardening Supplies Packaging,399.8,Glass,Recyclable,91,Large,0.8,20
Gardening Supplies Packaging,21.12,Glass,Recyclable,4,Large,0.95,1
Gardening Supplies Packaging,100.18,Biodegradable Foam,Biodegradable,81,Small,0.85,20
Gardening Supplies Packaging,3.32,Biodegradable Foam,Biodegradable,5,Small,1,1
Gardening Supplies Packaging,2.35,Aluminum,Recyclable,1,Small,0.7,0.5
Gardening Supplies Packaging,8.62,Glass,Recyclable,1,Large,0.85,0.5
Gardening Supplies Packaging,18.2,Paper,Recyclable,4,Large,1,1
Gardening Supplies Packaging,41.75,Paper,Recyclable,7,Large,0.8,2
Gardening Supplies Packaging,20.73,Recycled Cardboard,Recyclable,4,Medium,1,2
Gardening Supplies Packaging,100.4,Recycled Cardboard,Recyclable,19,Large,0.95,5
Gardening Supplies Packaging,200.98,Glass,Recyclable,76,Medium,1,20
Gardening Supplies Packaging,399.77,Aluminum,Recyclable,29,Large,0.8,20
Gardening Supplies Packaging,19.43,Recycled Cardboard,Recyclable,2,Large,0.9,1
Gardening Supplies Packaging,99.14,Biodegradable Foam,Biodegradable,19,Medium,0.8,10
Gardening Supplies Packaging,5.35,Paper,Recyclable,1,Medium,0.7,0.5
Gardening Supplies Packaging,2.71,Paper,Recyclable,1,Small,0.8,0.5
Gardening Supplies Packaging,198.41,Recycled Cardboard,Recyclable,81,Medium,0.8,20
Gardening Supplies Packaging,200,Glass,Recyclable,34,Medium,0.85,20
Gardening Supplies Packaging,9.15,Paper,Recyclable,2,Small,0.95,2
Gardening Supplies Packaging,26.38,Aluminum,Recyclable,11,Small,0.95,5
Gardening Supplies Packaging,98.85,Glass,Recyclable,40,Medium,0.85,10
Gardening Supplies Packaging,198.86,Aluminum,Recyclable,13,Large,0.95,10
Gardening Supplies Packaging,4.62,Biodegradable Plastic,Biodegradable,1,Medium,0.8,0.5
Gardening Supplies Packaging,199.72,Paper,Recyclable,49,Medium,0.8,20
Gardening Supplies Packaging,3.98,Glass,Recyclable,3,Small,0.85,1
Gardening Supplies Packaging,100.01,Biodegradable Plastic,Biodegradable,28,Medium,0.8,10
Gardening Supplies Packaging,6.48,Biodegradable Plastic,Biodegradable,2,Small,0.95,1
Gardening Supplies Packaging,21.24,Paper,Recyclable,7,Medium,0.7,2
Gardening Supplies Packaging,48.77,Aluminum,Recyclable,24,Medium,0.85,5
Gardening Supplies Packaging,3.76,Aluminum,Recyclable,2,Medium,0.95,0.5
Gardening Supplies Packaging,50.23,Aluminum,Recyclable,26,Small,1,10
Gardening Supplies Packaging,6.55,Biodegradable Plastic,Biodegradable,3,Small,0.8,1
Gardening Supplies Packaging,8.24,Biodegradable Foam,Biodegradable,2,Large,0.9,0.5
Gardening Supplies Packaging,49.57,Biodegradable Plastic,Biodegradable,9,Medium,0.85,5
Gardening Supplies Packaging,49.9,Biodegradable Foam,Biodegradable,26,Small,0.9,10
Gardening Supplies Packaging,21.17,Glass,Recyclable,8,Medium,0.7,2
Gardening Supplies Packaging,40.03,Glass,Recyclable,10,Large,0.85,2
Gardening Supplies Packaging,19.8,Biodegradable Plastic,Biodegradable,1,Large,0.9,1
Gardening Supplies Packaging,7,Paper,Recyclable,2,Medium,0.85,0.5
Gardening Supplies Packaging,100.44,Glass,Recyclable,21,Small,0.85,20
Gardening Supplies Packaging,101.79,Recycled Cardboard,Recyclable,29,Medium,0.85,10
Gardening Supplies Packaging,10.29,Aluminum,Recyclable,3,Medium,0.8,1
Gardening Supplies Packaging,23.27,Aluminum,Recyclable,19,Small,0.95,5
Gardening Supplies Packaging,4.43,Paper,Recyclable,3,Small,0.7,1
Gardening Supplies Packaging,23.36,Paper,Recyclable,14,Small,1,5
Gardening Supplies Packaging,9.5,Recycled Cardboard,Recyclable,5,Medium,0.85,1
Gardening Supplies Packaging,10.35,Paper,Recyclable,5,Small,0.85,2
Gardening Supplies Packaging,21.19,Aluminum,Recyclable,2,Medium,0.95,2
Gardening Supplies Packaging,50.68,Recycled Cardboard,Recyclable,24,Medium,0.9,5
Gardening Supplies Packaging,200.48,Glass,Recyclable,29,Medium,0.9,20
Gardening Supplies Packaging,10.7,Biodegradable Plastic,Biodegradable,4,Small,0.9,2
Gardening Supplies Packaging,11.99,Paper,Recyclable,4,Small,1,2
Gardening Supplies Packaging,198.54,Paper,Recyclable,53,Medium,0.85,20
Gardening Supplies Packaging,39.18,Recycled Cardboard,Recyclable,10,Large,0.7,2
Gardening Supplies Packaging,401.79,Biodegradable Plastic,Biodegradable,49,Large,0.95,20
Gardening Supplies Packaging,1.78,Biodegradable Plastic,Biodegradable,2,Small,0.85,0.5
Gardening Supplies Packaging,5.66,Recycled Cardboard,Recyclable,4,Small,0.8,1
Gardening Supplies Packaging,101.39,Biodegradable Foam,Biodegradable,92,Small,0.8,20
Gardening Supplies Packaging,11.19,Glass,Recyclable,6,Small,0.7,2
Gardening Supplies Packaging,198.2,Biodegradable Foam,Biodegradable,39,Large,1,10
Gardening Supplies Packaging,99.81,Aluminum,Recyclable,64,Small,0.95,20
Gardening Supplies Packaging,8.25,Aluminum,Recyclable,5,Small,0.9,2
